iter	Logloss
0	0.6251641019
1	0.5762205127
2	0.5291878946
3	0.4910454205
4	0.4626419573
5	0.4359458569
6	0.4149646897
7	0.3943803774
8	0.3787605225
9	0.3661085003
10	0.3518433393
11	0.340833761
12	0.3317572589
13	0.325106217
14	0.3178248806
15	0.3111819363
16	0.3030235786
17	0.2966598855
18	0.2902029372
19	0.2851502357
20	0.2808348506
21	0.2775397104
22	0.2729357085
23	0.2694821145
24	0.2652880019
25	0.2614801819
26	0.2583487005
27	0.2553822661
28	0.2527893582
29	0.2499714336
30	0.2480251248
31	0.2462599177
32	0.2444004031
33	0.2421954551
34	0.2401468504
35	0.2385411742
36	0.2373747792
37	0.2351278187
38	0.2330888716
39	0.2315349071
40	0.2297762157
41	0.2280703852
42	0.2268069851
43	0.2251033959
44	0.2238141597
45	0.2224363689
46	0.2212236853
47	0.2202365959
48	0.2189314766
49	0.2178972847
50	0.2159040256
51	0.2147590488
52	0.2138531762
53	0.2128756178
54	0.2119316897
55	0.210606038
56	0.2098991371
57	0.2087803599
58	0.2076600747
59	0.2069840326
60	0.205692739
61	0.2048615805
62	0.2039899108
63	0.2035095663
64	0.2030795293
65	0.2016684661
66	0.2008597225
67	0.2001592922
68	0.1992398322
69	0.1985463965
70	0.1978122101
71	0.197412303
72	0.1964757788
73	0.195903479
74	0.1952444259
75	0.1945887663
76	0.1934574263
77	0.1927160482
78	0.1920972853
79	0.1913626842
80	0.190343485
81	0.1894953434
82	0.1889294577
83	0.1878978142
84	0.1871265182
85	0.1866543739
86	0.1861251322
87	0.1855275994
88	0.1848754562
89	0.1844337862
90	0.1839521779
91	0.1833690655
92	0.182890279
93	0.1821591577
94	0.1817410135
95	0.1812086211
96	0.1807702741
97	0.1802529996
98	0.1796297695
99	0.1790974957
100	0.1785319554
101	0.1781682543
102	0.1778040003
103	0.1770089964
104	0.1765750523
105	0.1763083908
106	0.1760193342
107	0.1757126783
108	0.1753284163
109	0.1749029353
110	0.1745571397
111	0.1741769486
112	0.1736446935
113	0.1732179596
114	0.1728509616
115	0.1724556696
116	0.1721334698
117	0.1719446902
118	0.1714626099
119	0.1711836029
120	0.1707782135
121	0.1705971534
122	0.1702724779
123	0.1698330597
124	0.1694572053
125	0.1692046747
126	0.1690619193
127	0.1688230149
128	0.1685938514
129	0.1682516367
130	0.1678656087
131	0.1672194893
132	0.1670029234
133	0.1667633577
134	0.1664845925
135	0.1662670314
136	0.1660663076
137	0.1657308334
138	0.1654523509
139	0.1651504461
140	0.1649963483
141	0.1647719772
142	0.1645531774
143	0.1642447216
144	0.1640050102
145	0.1637879108
146	0.1635586052
147	0.1630356535
148	0.1627855109
149	0.1623193638
150	0.1619230493
151	0.1618004545
152	0.1615594311
153	0.1611686289
154	0.1610024091
155	0.1607355025
156	0.1605943194
157	0.1603526439
158	0.1601703828
159	0.1598813523
160	0.1595988395
161	0.1595091757
162	0.159301482
163	0.1590181916
164	0.1589485885
165	0.1585261515
166	0.1582339541
167	0.1578426898
168	0.1576048799
169	0.1574299006
170	0.1572612024
171	0.1570549198
172	0.1567883236
173	0.1566051011
174	0.1564928361
175	0.1562851223
176	0.1559860518
177	0.1557964766
178	0.1556189727
179	0.1554145766
180	0.1550265994
181	0.1548960744
182	0.1545452701
183	0.1543933737
184	0.154134173
185	0.1538350489
186	0.1535476486
187	0.1531624174
188	0.1529054958
189	0.1526618368
190	0.1525357256
191	0.152265971
192	0.1520398796
193	0.1516339522
194	0.1514266058
195	0.1513145781
196	0.1510288324
197	0.1507522454
198	0.1505337391
199	0.1503621988
200	0.1501264747
201	0.1499595644
202	0.1498302467
203	0.1496130006
204	0.1493678873
205	0.1491090521
206	0.1488356986
207	0.1486741679
208	0.1484609684
209	0.1482536263
210	0.1479852039
211	0.1477829752
212	0.1476428406
213	0.1473873668
214	0.1471838342
215	0.1469011546
216	0.1466267215
217	0.146495547
218	0.1463277218
219	0.1461683159
220	0.1459541028
221	0.1456911618
222	0.1454589024
223	0.1452558199
224	0.1449760679
225	0.1447926182
226	0.1445668094
227	0.1444220339
228	0.1441600002
229	0.1439251787
230	0.143654689
231	0.1434790203
232	0.1431944008
233	0.14297027
234	0.1428433778
235	0.1426199202
236	0.1424924017
237	0.1423191822
238	0.1421345061
239	0.1419858601
240	0.1418266464
241	0.1415103687
242	0.1411387189
243	0.1408931572
244	0.1407110484
245	0.1405369363
246	0.1403733392
247	0.140240451
248	0.1400980776
249	0.1399256527
250	0.1397628275
251	0.1395513414
252	0.1394338926
253	0.1392899221
254	0.1391380938
255	0.1389763828
256	0.1388324724
257	0.1387032243
258	0.1385281068
259	0.1383009102
260	0.1381792406
261	0.1381324371
262	0.1379963839
263	0.1378491701
264	0.1376392703
265	0.1375376113
266	0.137502483
267	0.1373381838
268	0.1371469117
269	0.1370378675
270	0.1368560296
271	0.1366733018
272	0.1364994743
273	0.1363880218
274	0.1362153437
275	0.1361607526
276	0.1360588843
277	0.1359129996
278	0.1357558538
279	0.1355916469
280	0.1355883592
281	0.1354848317
282	0.1353736838
283	0.1351779262
284	0.1349361096
285	0.1346943071
286	0.1344439813
287	0.1343339436
288	0.1342367981
289	0.1340928838
290	0.1339571434
291	0.1337403061
292	0.1336170848
293	0.1335070737
294	0.1333844598
295	0.1332767173
296	0.13307594
297	0.1329728125
298	0.1328550609
299	0.1327537908
300	0.1324914801
301	0.1324036024
302	0.1322769672
303	0.1321302066
304	0.1319199912
305	0.1318350441
306	0.131698954
307	0.1316289586
308	0.131476963
309	0.1313623976
310	0.1312762884
311	0.1311497449
312	0.130996231
313	0.1309199283
314	0.1307789499
315	0.1306582783
316	0.1305530245
317	0.1304522182
318	0.1303865863
319	0.1302774134
320	0.1301511694
321	0.130070775
322	0.1299335401
323	0.1298236184
324	0.1296179774
325	0.1295818175
326	0.1294847511
327	0.1292962186
328	0.1291976282
329	0.1290186375
330	0.1289400441
331	0.1288049944
332	0.1286422244
333	0.1285458148
334	0.1284438042
335	0.1283430432
336	0.1281870165
337	0.127946819
338	0.1277570192
339	0.1276477693
340	0.1274253563
341	0.1273419566
342	0.1272247955
343	0.127150716
344	0.1269670513
345	0.1268442398
346	0.1267609921
347	0.1266919697
348	0.1266299804
349	0.1264289913
350	0.1263714409
351	0.126231696
352	0.1261710484
353	0.1260922928
354	0.1260279939
355	0.1259087084
356	0.1257548361
357	0.1256570456
358	0.1255291942
359	0.1254444318
360	0.1253172687
361	0.1252213223
362	0.1250959927
363	0.1249144576
364	0.1248409368
365	0.12471074
366	0.1246331325
367	0.1246121415
368	0.1245282365
369	0.1243879386
370	0.1242703864
371	0.1241601213
372	0.1240774166
373	0.1239667464
374	0.1238775403
375	0.1237461178
376	0.1236829208
377	0.1235443744
378	0.1234420076
379	0.1233792042
380	0.1232921938
381	0.1232306749
382	0.1231055307
383	0.1230370674
384	0.1229478784
385	0.1227870775
386	0.1226870483
387	0.1225948532
388	0.1224638964
389	0.1223004106
390	0.1222095891
391	0.122076673
392	0.1219152638
393	0.1218069518
394	0.1217561315
395	0.1216894948
396	0.1215666301
397	0.1215644245
398	0.1214493725
399	0.1213820248
400	0.1212476057
401	0.1211656105
402	0.1210426425
403	0.1209977798
404	0.1208837015
405	0.1207355782
406	0.1206588804
407	0.1205912802
408	0.1205024755
409	0.1204758967
410	0.1203681915
411	0.1203124164
412	0.1202651476
413	0.1201811597
414	0.1200905651
415	0.1200268724
416	0.1199309358
417	0.11982199
418	0.1197022176
419	0.1195959183
420	0.1195235416
